id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
0,boe,Anuncio de la Confederación Hidrográfica del Guadiana de sometimiento a información pública de resolución de otorgamiento de concesión de aguas subterráneas en el término municipal de Bolaños de Calatrava (Ciudad Real)- 3482/2020.,AGU_GEN,True,AGU_GEN,cuenca_guadiana,,True,anuncio,"[""AGU_GEN""]","[""cuenca_guadiana""]",0.95,"El texto menciona ""Concesión de aguas subterráneas"" sin especificar el uso, lo cual corresponde a la categoría AGU_GEN (señal: ""concesión de aguas subterráneas""). Además, la Confederación Hidrográfica del Guadiana indica claramente la cuenca, activando la subcategoría ""cuenca_guadiana"".",149.189
1,boe,"Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Guadiana. Objeto: Suministro de material y fungibles, y mantenimiento de equipos multifunción e impresoras en las oficinas de la Confederación Hidrográfica del Guadiana de Ciudad Real y Badajoz. Expediente: 202400000179.",AGU_GEN,False,,,,False,anuncio,[],[],1.0,"La publicación es un anuncio de formalización de contratos para ""Suministro de material y fungibles"" en la Confederación Hidrográfica del Guadiana, lo cual es una contratación administrativa genérica sin relación directa con agua, infraestructuras hidráulicas o gestión ambiental. No hay categorías N2 activables (es AGU_GEN solo si fuera una concesión de agua, pero aquí es un contrato de mantenimiento).",65.713
2,boe,"Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Guadalquivir. Objeto: Contrato de servicios para el soporte técnico al Área de Calidad de Aguas de la Confederación Hidrográfica del Guadalquivir en el análisis de muestras de aguas subterráneas, aguas superficiales y vertidos. Expediente: CU(CO)-7100.",AGU_GEN,False,,,,False,anuncio,[],[],0.95,"La publicación es un ""Anuncio de formalización de contratos"" para servicios técnicos de análisis de muestras y vertidos por la Confederación Hidrográfica del Guadalquivir. Aunque el objeto del contrato está relacionado con agua, se trata de un contrato de suministro/servicios administrativo interno (soporte técnico), no de una concesión, autorización o gestión ambiental en el sentido de las categorías definidas (AGU_GEN, AGU_RIE, etc.). Por tanto, no encaja en la categoría ""aguas naturales monitorizadas"" y se clasifica como irrelevante para este dominio específico.",74.844
3,boe,"Anuncio de la Confederación Hidrográfica del Júcar, O.A. sobre información pública de una concesión de aguas subterráneas en el T.M. de Chiva (Valencia).",AGU_GEN,True,AGU_GEN,cuenca_jucar,,True,anuncio,"[""AGU_GEN""]","[""cuenca_jucar""]",0.95,"Texto: ""concesión de aguas subterráneas"" sin especificar uso específico lo cual corresponde a AGU_GEN, y organismo emisor es la Confederación Hidrográfica del Júcar indicando cuenca_jucar.",56.469
4,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de información pública del expediente de modificación de características de concesión de un aprovechamiento de aguas subterráneas, de referencia MC-0219/2024 (INTEGRA-AYE) AV, con destino a riego en el término municipal de Constanzana (Ávila).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,anuncio,"[""AGU_GEN"", ""AGU_RIE""]","[""uso_agricola"", ""cuenca_duero""]",0.9,"El texto menciona ""concesión de un aprovechamiento de aguas subterráneas"" sin especificar uso explícito, lo que activa AGU_GEN por defecto residual. Además, se indica claramente ""de destino a riego"", activando AGU_RIE. La Confederación Hidrográfica del Duero identifica la cuenca como duero.",69.012
5,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de resolución del expediente de concesión de un aprovechamiento de aguas subterráneas, de referencia C-0196/2022, con destino a riego en el término municipal de Torrelara (Burgos).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,anuncio,"[""AGU_RIE""]","[""uso_agricola"", ""cuenca_duero""]",0.95,"El texto indica claramente ""concesión de un aprovechamiento de aguas subterráneas, de referencia C-0196/2022, con destino a riego"", lo que activa la categoría AGU_RIE y el subcategoría uso_agricola. Además, la mención a ""Confederación Hidrográfica del Duero"" y ""Burgos"" permite inferir cuenca_duero.",72.704
6,boe,Anuncio de licitación de: Presidencia de la Confederación Hidrográfica del Ebro. Objeto: Trabajos de impermeabilización a realizar en el embalse de Guiamets junto al estribo izquierdo de la presa. T/Els Guiamets. Expediente: 020/25-S.,AGU_GEN,False,,,,False,anuncio,[],[],0.98,"El texto describe ""Trabajos de impermeabilización a realizar en el embalse"" y menciona ""embalse de Guiamets"". No hay ninguna referencia a concesión de agua, uso del agua (riego, abastecimiento, industrial), gestión de residuos, vertidos, espacios naturales protegidos, vías pecuarias o montes de utilidad pública. Se trata de una obra de mantenimiento en infraestructura hidráulica, que según las reglas es irrelevante (categoría ""otro"" o sin categoría).",80.205
7,boe,Anuncio de acuerdo de información pública de la Comisaría de Aguas de la Confederación Hidrográfica del Duero O.A. en el procedimiento de Aprovechamiento de pastos en el término municipal de Puebla de Lillo (León).,AGU_GEN,True,AGU_GEN,cuenca_duero,,False,anuncio,[],[],0.98,"La publicación es un anuncio sobre ""Aprovechamiento de pastos"" en el término municipal de Puebla de Lillo (León), pero no se detectan categorías N2: no hay uso de agua, vías pecuarias, espacio natural protegido explícito, ni residuos. El ""aprovechamiento de pastos"" es un uso del suelo agrícola/pastoril, no una concesión de agua o ocupación hidráulica. Por tanto, is_relevant=False.",71.678
8,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de información pública del expediente de modificación de características de concesión de un aprovechamiento de aguas subterráneas, de referencia MC-0105/2024 (INTEGRA-AYE) ZA, con destino a riego en el término municipal de Peleas de Abajo (Zamora).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,anuncio,"[""AGU_GEN""]","[""uso_agricola"", ""cuenca_duero""]",0.92,"El texto menciona ""aprovechamiento de aguas subterráneas"" sin usar las palabras clave específicas como ""sondeo"" o ""captación"", por lo que se clasifica como AGU_GEN (residual). La referencia a uso para ""riego"" activa la subcategoría uso_agricola, y el organismo emisor ""Confederación Hidrográfica del Duero"" indica la cuenca_duero.",75.666
9,boe,Anuncio de la Confederación Hidrográfica del Tajo O.A. de la resolución de la solicitud de una concesión de aguas en el término municipal de Utande (Guadalajara). Referencia C-0178/2023.,AGU_GEN,True,AGU_GEN,cuenca_tajo,,True,anuncio,"[""AGU_GEN""]","[""cuenca_tajo""]",0.95,"Texto menciona ""concesión de aguas"" sin especificar uso, lo que corresponde a AGU_GEN según la regla 2. La cuenca se identifica por la Confederación Hidrográfica del Tajo citada en el título → cuenca_tajo.",61.958
