id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
0,boja,"Resolución de 16 de enero de 2025, de la Delegación Territorial de Fomento, Articulación del Territorio y Vivienda en Málaga, por la que se dispone la publicación de la Resolución de 11 de diciembre de 2024, que ordena proceder al registro y publicación de la «Modificación del Plan General de Ordenación Urbana (PGOU) de Mijas».",PGOU,True,MOD_PUN,fase_definitiva,Publicacion registro Modificacion PGOU Mijas,True,resolución,"[""PGOU"", ""MOD_PUN""]",[],0.98,"La descripción menciona explícitamente ""Modificación del Plan General de Ordenación Urbana (PGOU) de Mijas"" (señalando PGOU y MOD_PUN). Se trata de una resolución que dispone la publicación de esa modificación.",179.477
1,bocm,"Plan general de urbanismo
– Acuerdo de 12 de marzo de 2025, del Consejo de Gobierno, por el que se aprueba definitivamente la Decimoctava Modificación Puntual del Plan General de Ordenación Urbana de Getafe, en el ámbito ZOI 04, “Los Olivos”",PGOU,True,MOD_PUN,fase_definitiva,Decimoctava Modificacion Puntual PGOU Getafe,True,acuerdo,"[""PGOU"", ""MOD_PUN""]","[""fase_definitiva""]",0.98,"El texto menciona explícitamente ""Plan General de Ordenación Urbana"" (etiqueta PGOU) y ""Decimoctava Modificación Puntual"" (etiqueta MOD_PUN). La expresión ""aprobado definitivamente"" indica la fase_definitiva del ciclo urbanístico.",64.86
2,docm,"Anuncio de 28/01/2025, del Ayuntamiento de Villar de Olalla (Cuenca), sobre exposición pública del Plan Especial de Reforma Interior de Mejora (Perim) en el entorno de la senda de las Pernalosas-sectores U.2A y U.2B de las Normas Subsidiarias de Villar de Olalla (Cuenca).",PGOU,True,PLAN_ESP,fase_ip,PERIM exposicion publica - Plan Especial Reforma Interior Mejora,True,anuncio,"[""PGOU"", ""PLAN_ESP""]","[""fase_ip"", ""uso_energetico"", ""uso_rustico""]",0.98,"El texto menciona ""Plan Especial de Reforma Interior"" y ""Normas Subsidiarias"", lo que activa las categorías PLAN_ESP y PGOU respectivamente. Además, la referencia a ""exposición pública"" corresponde a la fase_ip del ciclo urbanístico. La mención específica al entorno de la senda en el P.E.R.I. implica un uso energético (uso_energetico), mientras que las Normas Subsidiarias se refieren a suelo rústico (uso_rustico).",137.21
3,docm,"Anuncio de 27/12/2024, del Ayuntamiento de Albacete, de la Gerencia Municipal de Urbanismo y Vivienda, sobre información pública del contenido de la plica presentada por la mercantil, Albaluz German Capital SL, a su propia alternativa técnica de Programa de Actuación Urbanizadora presentada para el desarrollo de las determinaciones urbanísticas de la Ordenanza de Transformación 10.11 carretera Madrid I del Plan General de Ordenación Urbana de Albacete.",PGOU,True,PROY_URB,fase_ip,PAU en CLM = PROY_URB,True,anuncio,"[""PGOU""]","[""fase_ip""]",0.95,"El texto menciona ""Plan General de Ordenación Urbana"" (etiqueta PGOU) y ""información pública"" sobre una plica presentada, lo que indica la subcategoría fase_ip. El fragmento clave es: ""de la Gerencia Municipal de Urbanismo... sobre información pública del contenido de la plica presentada... para el desarrollo de las determinaciones urbanísticas de la Ordenanza de Transformación 10.11 carretera Madrid I del Plan General de Ordenación Urbana"".",64.362
4,boca,"Viceconsejería de Planificación Territorial y Reto Demográfico.- Anuncio por el que se hace pública la Resolución de 14 de febrero de 2025, que da publicidad al Acuerdo de la Comisión Autonómica de Evaluación Ambiental de 12 de febrero de 2025, para la emisión del Informe Ambiental Estratégico en el Procedimiento de Evaluación Ambiental Estratégica Simplificada de la Modificación Menor del Plan General de Ordenación de Güímar - Unidad de Actuación 16.2 El Tablado.- Expte. 2022/0014990 (5940).",PGOU,True,MOD_PUN,fase_ip,IAE Modificacion Menor PGO Guimar Canarias,True,anuncio,"[""PGOU"", ""MOD_PUN""]","[""fase_ip""]",0.95,"El texto menciona explícitamente ""Plan General de Ordenación"" (PGOU) y ""Modificación Menor"" (MOD_PUN). El anuncio hace pública la resolución, lo que corresponde a una fase de información pública (fase_ip).",56.794
5,doe,"Anuncio de 20 de febrero de 2025 sobre aprobación inicial del Programa de Ejecución de la UE3, de la zona 3 de las Normas Subsidiarias.",PGOU,True,PROY_URB,fase_inicial,Proyecto Ejecucion UE3 NNSS = PROY_URB,True,anuncio,"[""PGOU""]","[""fase_inicial""]",0.95,"La publicación es un anuncio de ""aprobación inicial"" (disparador de fase_inicial) del ""Programa de Ejecución... de las Normas Subsidiarias"". Las ""Normas Subsidiarias"" equivalen a PGOU según el criterio 3.",114.731
6,dogc,"Anuncio sobre aprobación inicial de la modificación puntual del Plan general de ordenación municipal de Lliçà de Vall referente al ámbito de la UA del polígono industrial de Can Coll, Tèxtil Torres",PGOU,True,MOD_PUN,"fase_inicial,uso_industrial",Mod puntual PGO municipal poligono industrial Can Coll,True,anuncio,"[""PGOU"", ""MOD_PUN"", ""LIC_URB"", ""PROY_URB""]","[""fase_inicial"", ""uso_industrial""]",0.98,"El texto menciona explícitamente ""Plan general de ordenación municipal"" (etiqueta PGOU) y una ""modificación puntual del Plan general"" (etiqueta MOD_PUN). También se refiere al ""ámbito de la UA del polígono industrial"" (usos industriales, etiqueta uso_industrial), lo que implica un proyecto de urbanización o actuación específica (etiqueta PROY_URB y/o LIC_URB por calificación del suelo). La fase es ""aprobación inicial"", lo que corresponde a subcategoría fase_inicial.",79.66
7,dogv,"EDICTO de aprobación del informe ambiental y territorial estratégico, por el procedimiento simplificado, de la modificación puntual de la ordenación detallada del Plan general de ordenación urbana de la redistribución del suelo dotacional en la UE-1 insertada en suelo urbano.",PGOU,True,MOD_PUN,"fase_ip,uso_equipamiento",IAE mod puntual PGOU redistribucion suelo dotacional,True,edicto,"[""MOD_PUN"", ""PGOU""]",[],0.95,"El texto menciona explícitamente ""modificación puntual"" de la ordenación del ""Plan general de ordenación urbana"", activando ambas categorías N2. La referencia a informe ambiental y territorial estratégico indica un proceso formal, pero no identifica una fase específica del ciclo urbanístico en el título principal.",60.5
8,boc,"Informe Ambiental Estratégico de la Modificación Puntual número 1, del Plan General de Ordenación Urbana, de San Miguel de Aguayo. Protección de los valores naturales y paisajísticos y adaptación a la LOTUCA.",PGOU,True,MOD_PUN,fase_ip,IAE Modificacion Puntual 1 PGOU San Miguel de Aguayo,True,información_pública,"[""PGOU"", ""MOD_PUN""]",[],0.98,"El texto identifica claramente una ""Modificación Puntual"" del ""Plan General de Ordenación Urbana"", lo cual activa las categorías PGOU (por el nombre explícito del plan) y MOD_PUN (por la naturaleza del acto). La referencia a ""Informe Ambiental Estratégico"" indica un trámite de evaluación ambiental, no una fase urbanística de aprobación/provisión definitiva.",67.183
9,boca,"ANUNCIO de 6 de noviembre de 2024, por el que se somete a información pública la aprobación inicial de la “Modificación Menor del Plan General de Ordenación, modificación de la Ficha del SG-SP 1.13.045 Aparcamiento del Campo de Fútbol Los Pozos”.",PGOU,True,MOD_PUN,"fase_inicial,uso_equipamiento",IP aprobacion inicial Mod Menor PGO aparcamiento campo futbol,True,anuncio,"[""PGOU"", ""MOD_PUN""]","[""fase_ip"", ""fase_inicial""]",0.95,"El texto menciona ""Aprobación inicial"" (dispara fase_inicial) y ""somete a información pública"" (dispara fase_ip). La ""Modificación Menor del Plan General de Ordenación"" activa las etiquetas PGOU y MOD_PUN. El fragmento clave es: ""se somete a información pública la aprobación inicial de la 'Modificación Menor del Plan General de Ordenación'"".",70.272
