id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
0,boe,Anuncio de la Confederación Hidrográfica del Guadiana de sometimiento a información pública de resolución de otorgamiento de concesión de aguas subterráneas en el término municipal de Bolaños de Calatrava (Ciudad Real)- 3482/2020.,AGU_GEN,True,AGU_GEN,cuenca_guadiana,,True,anuncio,"[""AGU_SND""]","[""cuenca_guadiana"", ""uso_agricola""]",0.95,"El texto menciona explícitamente ""concesión de aguas subterráneas"" (señal AGU_SND), y por el término municipal de Bolaños de Calatrava en Ciudad Real (territorio de la Confederación Hidrográfica del Guadiana) se infiere cuenca_guadiana. Dado que las aguas subterráneas suelen destinarse a riego agrícola, se asume uso_agricola con alta confianza por falta de otra especificación.",154.106
1,boe,"Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Guadiana. Objeto: Suministro de material y fungibles, y mantenimiento de equipos multifunción e impresoras en las oficinas de la Confederación Hidrográfica del Guadiana de Ciudad Real y Badajoz. Expediente: 202400000179.",AGU_GEN,False,,,,False,anuncio,[],[],0.98,"La publicación es un anuncio de formalización de contratos para el suministro de material y mantenimiento de equipos de oficina en la sede de la Confederación Hidrográfica del Guadiana. No se trata de una concesión, autorización ni gestión relacionada con el dominio hidráulico o natural (no menciona agua, riego, vertidos, montes, etc.), por lo que no cumple los criterios de relevancia según las reglas definidas.",72.376
2,boe,"Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Guadalquivir. Objeto: Contrato de servicios para el soporte técnico al Área de Calidad de Aguas de la Confederación Hidrográfica del Guadalquivir en el análisis de muestras de aguas subterráneas, aguas superficiales y vertidos. Expediente: CU(CO)-7100.",AGU_GEN,False,,,,False,anuncio,[],[],1.0,"Se trata de un ""contrato de servicios para soporte técnico"" (anuncio de formalización), que no es una concesión o autorización de uso de agua, ni gestión de residuos, ni plan hidrológico. Es una contratación administrativa de personal/técnico sin acto administrativo relevante en el dominio hídrico monitorizado. No hay categorías N2 aplicables por ser un servicio contractual y no una resolución/acto de gestión del recurso.",71.994
3,boe,"Anuncio de la Confederación Hidrográfica del Júcar, O.A. sobre información pública de una concesión de aguas subterráneas en el T.M. de Chiva (Valencia).",AGU_GEN,True,AGU_GEN,cuenca_jucar,,True,anuncio,"[""AGU_GEN""]",[],0.75,"""Anuncio de la Confederación Hidrográfica del Júcar"" indica que el agua es la materia y ""concesión de aguas subterráneas"" indica un tipo de concesión, pero el texto no especifica el uso concreto (no dice riego, abastecimiento, ni industria). Por lo tanto se usa la categoría residual AGU_GEN. La cuenca se infiere como Júcar por el organismo emisor ""Confederación Hidrográfica del Júcar"". No hay señal de captación puntual para activar AGU_SND en este anuncio informativo.""",78.631
4,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de información pública del expediente de modificación de características de concesión de un aprovechamiento de aguas subterráneas, de referencia MC-0219/2024 (INTEGRA-AYE) AV, con destino a riego en el término municipal de Constanzana (Ávila).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,anuncio,"[""AGU_GEN"", ""AGU_RIE""]","[""uso_agricola"", ""cuenca_duero""]",0.98,"La descripción menciona ""concesión de un aprovechamiento de aguas subterráneas"" (AGU_GEN) y específicamente indica ""con destino a riego"" (AGU_RIE), además del término municipal de Constanzana (Ávila), que pertenece a la Confederación Hidrográfica del Duero, indicando la cuenca.",72.563
5,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de resolución del expediente de concesión de un aprovechamiento de aguas subterráneas, de referencia C-0196/2022, con destino a riego en el término municipal de Torrelara (Burgos).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,anuncio,"[""AGU_RIE"", ""AGU_SND""]","[""uso_agricola"", ""cuenca_duero""]",0.95,"El texto menciona explícitamente ""concesión de un aprovechamiento de aguas subterráneas"" (señal de AGU_SND) y su ""destino a riego"" (señal de AGU_RIE). La mención de ""Confederación Hidrográfica del Duero"" permite inferir la cuenca duero. El uso es claramente agrícola por la referencia al ""riego"".",77.134
6,boe,Anuncio de licitación de: Presidencia de la Confederación Hidrográfica del Ebro. Objeto: Trabajos de impermeabilización a realizar en el embalse de Guiamets junto al estribo izquierdo de la presa. T/Els Guiamets. Expediente: 020/25-S.,AGU_GEN,False,,,,True,anuncio,"[""AGU_GEN""]","[""cuenca_ebro""]",0.85,"Se trata de una concesión/licencia para trabajos en un embalse perteneciente a la Confederación Hidrográfica del Ebro, lo que indica cuenca_ebro y uso de aguas genérico (AGU_GEN). No hay indicación específica de riego o abastecimiento.",70.954
7,boe,Anuncio de acuerdo de información pública de la Comisaría de Aguas de la Confederación Hidrográfica del Duero O.A. en el procedimiento de Aprovechamiento de pastos en el término municipal de Puebla de Lillo (León).,AGU_GEN,True,AGU_GEN,cuenca_duero,,True,información_pública,"[""AGU_GEN""]","[""cuenca_duero"", ""uso_agricola""]",0.85,"La publicación es un anuncio de información pública de la Confederación Hidrográfica del Duero sobre ""Aprovechamiento de pastos en el término municipal de Puebla de Lillo"". El término ""pastos"" y el contexto de aprovechamiento agrícola activan la subcategoría uso_agricola, mientras que la mención explícita de la ""Confederación Hidrográfica del Duero"" fija la cuenca. La etiqueta AGU_GEN es aplicable al ser un aprovechamiento general de aguas no especificado con detalle técnico, aunque el contexto sugiera uso agrícola o ganadero.",81.901
8,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de información pública del expediente de modificación de características de concesión de un aprovechamiento de aguas subterráneas, de referencia MC-0105/2024 (INTEGRA-AYE) ZA, con destino a riego en el término municipal de Peleas de Abajo (Zamora).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,anuncio,"[""AGU_SND"", ""AGU_RIE""]","[""uso_agricola"", ""cuenca_duero""]",0.92,"El texto menciona ""concesión de un aprovechamiento de aguas subterráneas"" y ""modificación de características"", lo que activa AGU_SND (sondeo/captación), y el destino ""a riego"" activa AGU_RIE. La referencia a ""Confederación Hidrográfica del Duero"" y la provincia ""Zamora"" permiten inferir la cuenca_duero.",76.385
9,boe,Anuncio de la Confederación Hidrográfica del Tajo O.A. de la resolución de la solicitud de una concesión de aguas en el término municipal de Utande (Guadalajara). Referencia C-0178/2023.,AGU_GEN,True,AGU_GEN,cuenca_tajo,,True,anuncio,"[""AGU_GEN""]","[""cuenca_tajo""]",0.95,"El texto menciona ""solicitud de una concesión de aguas"" sin especificar el uso, lo que enmarca la categoría AGU_GEN por defecto. Además, al tratarse de la Confederación Hidrográfica del Tajo, se infiere la subcategoría cuenca_tajo.",64.759
