id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
0,docm,"Notificación de 24/01/2025, de la Delegación Provincial de Educación, Cultura y Deportes de Albacete, de acuerdos de inicio de reintegro de ayuda al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio reintegro ayuda al estudio,True,notificación,"[""SUB_REV""]","[""sector_educacion""]",0.95,"La descripción menciona ""reintegro de ayuda al estudio"", lo que corresponde a la categoría SUB_REV (reintegro). El sector destinatario es el educativo, como se indica por ""ayuda al estudio"".",109.122
1,bocm,"Concesión subvenciones
– Orden de 27 de diciembre de 2024, de la Consejería de Vivienda, Transportes e Infraestructuras, por la que se declara la pérdida del derecho al cobro a los beneficiarios de las subvenciones al alquiler de vivienda en la Comunidad de Madrid convocadas para el año 2022 mediante Orden 3608/2022, de 19 de octubre de 2022",SUB_REV,True,SUB_REV,sector_vivienda,Perdida derecho al cobro subvenciones alquiler,True,orden,"[""SUB_REV""]","[""sector_vivienda""]",0.95,"La descripción contiene ""se declara la pérdida del derecho al cobro"", lo que encaja con la categoría de reintegro o revoca (SUB_REV). El sector es claramente vivienda al mencionar ""subvenciones al alquiler de vivienda"" (sector_vivienda). La confianza es alta por la claridad del acto y el sector.",62.453
2,boja,"Acuerdo de 25 de febrero de 2025, de la Delegación Territorial de Fomento, Articulación del Territorio y Vivienda en Málaga, por el que se inicia procedimiento de declaración de pérdida del derecho al cobro de determinadas ayudas concedidas al amparo de la Orden 27 de julio de 2020, destinadas a atender el pago del alquiler de la vivienda habitual, correspondiente a la Línea 1 de la convocatoria aprobada por Orden de 1 de septiembre de 2020 (BOJA núm. 174, de 8 de septiembre).",SUB_REV,True,SUB_REV,sector_vivienda,Inicio perdida derecho al cobro ayudas alquiler,True,acuerdo,"[""SUB_REV""]","[""sector_vivienda""]",0.95,"El texto menciona explícitamente la ""declaración de pérdida del derecho al cobro"" y el ""procedimiento de declaración"", lo cual corresponde a una intervención por reintegro o revoca (etiqueta SUB_REV). El sector destinatario es claramente la vivienda, ya que las ayudas son para ""atender el pago del alquiler de la vivienda habitual"" (etiqueta sector_vivienda). La referencia a las Ordenes previes y a la convocatoria original sirve solo de contexto jurídico y no cambia la naturaleza del acto actual.",74.261
3,boja,"Anuncio de 14 de enero de 2025, de la Dirección General de Andalucía Global, de notificación de reintegro de subvención.",SUB_REV,True,SUB_REV,,Notificacion reintegro subvencion sin sector,True,notificación,"[""SUB_REV""]",[],1.0,"La descripción contiene explícitamente ""notificación de reintegro de subvención"", lo que corresponde a la categoría SUB_REV según la señal ""reintegro de subvención/ayudas"". No hay indicios del sector destinatario en el texto proporcionado.",52.484
4,dog,"ACUERDO de 13 de enero de 2025, del Departamento Territorial de Ourense, por el que se da publicidad al inicio de tres expedientes de reintegro de ayudas al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio expedientes reintegro ayudas estudio,True,acuerdo,"[""SUB_REV""]","[""sector_educacion""]",0.98,"La descripción contiene ""inicio de tres expedientes de reintegro de ayudas al estudio"", lo que corresponde a la categoría SUB_REV (reintegro). El fragmento ""ayudas al estudio"" indica claramente el sector destinatario como educación, asignando la subcategoría sector_educacion.",55.613
5,docm,"Notificación de 06/02/2025, de la Delegación Provincial de Educación, Cultura y Deportes de Toledo, de acuerdos de inicio de expedientes de reintegro de ayuda al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio reintegro ayuda al estudio,True,notificación,"[""SUB_REV""]","[""sector_educacion""]",0.95,"La descripción menciona ""acuerdos de inicio de expedientes de reintegro de ayuda al estudio"", lo cual coincide claramente con el criterio de reintegro (SUB_REV) y asignación a sector educativo por la mención explícita de ""ayuda al estudio"". La notificación es el acto formal que inicia este proceso.",57.633
6,bocm,"Concesión subvenciones
– Orden de 27 de diciembre de 2024, de la Consejería de Vivienda, Transportes e Infraestructuras, por la que se declara la pérdida del derecho al cobro de determinadas cuantías a los beneficiarios de las subvenciones al alquiler de vivienda en la Comunidad de Madrid convocadas para el año 2022 mediante Orden 3608/2022, de 19 de octubre de 2022",SUB_REV,True,SUB_REV,sector_vivienda,Perdida derecho al cobro subvenciones alquiler,True,orden,"[""SUB_CON""]","[""sector_vivienda""]",0.95,"La descripción indica una ""Concesión subvenciones"" y la orden declara ""pérdida del derecho al cobro"" por parte de beneficiarios, lo cual corresponde a la gestión de la concesión (categoría SUB_CON). El texto hace referencia explícita a ""subvenciones al alquiler de vivienda"", identificando el sector como vivienda (sector_vivienda).",62.869
7,docm,"Notificación de 14/02/2025, de la Delegación Provincial de Educación, Cultura y Deportes de Cuenca, de acuerdo de inicio de expedientes de reintegro de ayudas al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio reintegro ayudas estudio,True,notificación,"[""SUB_REV""]","[""sector_educacion""]",0.95,"Es una ""Notificación... de acuerdo de inicio de expedientes de reintegro de ayudas al estudio"". El fragmento ""inicio de expedientes de reintegro"" identifica la fase SUB_REV, y ""ayudas al estudio"" indica el sector educación. Según las reglas, es relevante porque se trata de un procedimiento de reintegro.",57.788
8,bon,Reintegro de subvenciones,SUB_REV,True,SUB_REV,,Reintegro de subvenciones generico BON,True,notificación,"[""SUB_REV""]",[],0.95,"La descripción ""Reintegro de subvenciones"" activa explícitamente la categoría SUB_REV según las señales definidas en el criterio 4. No se puede inferir un sector específico sin más detalles en el texto. La falta de información sobre el tipo administrativo exacto (por ejemplo, si es una notificación) y la ausencia de referencias a subcategorías específicos resultan en una confianza alta pero no absoluta.",61.529
9,boja,"Anuncio de 22 de enero de 2025, de la Delegación Territorial de Fomento, Articulación del Territorio y Vivienda en Málaga, por el que se hace pública la relación de solicitantes de ayudas al alquiler cuyas bases son reguladas por la Orden de 1 de septiembre de 2020 (BOJA núm. 174, de 8 de septiembre de 2020), a los que no ha sido posible notificar diferentes actos relativos a procedimientos de reintegro de subvenciones.",SUB_REV,True,SUB_REV,sector_vivienda,Notificacion actos de reintegro ayudas alquiler,False,anuncio,[],[],0.95,"El texto es un anuncio de publicación de una relación de solicitantes en el contexto de reintegros, pero la descripción se refiere a notificaciones sobre procedimientos de reintegro sin otorgar la ayuda ni conceder subvenciones nuevas. Según las reglas críticas, esto no cumple con los criterios de relevancia para la clasificación actual (no es SUB_CONV, SUB_CON, SUB_BASE ni SUB_REV según las definiciones proporcionadas).",62.48
