id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
0,boja,"Resolución de 16 de enero de 2025, de la Delegación Territorial de Fomento, Articulación del Territorio y Vivienda en Málaga, por la que se dispone la publicación de la Resolución de 11 de diciembre de 2024, que ordena proceder al registro y publicación de la «Modificación del Plan General de Ordenación Urbana (PGOU) de Mijas».",PGOU,True,MOD_PUN,fase_definitiva,Publicacion registro Modificacion PGOU Mijas,True,resolución,"[""MOD_PUN"", ""PGOU""]","[""fase_definitiva""]",0.95,"La publicación es una resolución sobre la ""Modificación del Plan General de Ordenación Urbana (PGOU) de Mijas"". Aunque menciona el PGOU, la etiqueta principal es MOD_PUN porque se trata de una modificación, no de la aprobación del plan completo. La subcategoría fase_definitiva se infiere por el contexto de registro y publicación tras las modificaciones.",62.526
1,bocm,"Plan general de urbanismo
– Acuerdo de 12 de marzo de 2025, del Consejo de Gobierno, por el que se aprueba definitivamente la Decimoctava Modificación Puntual del Plan General de Ordenación Urbana de Getafe, en el ámbito ZOI 04, “Los Olivos”",PGOU,True,MOD_PUN,fase_definitiva,Decimoctava Modificacion Puntual PGOU Getafe,True,acuerdo,"[""MOD_PUN""]","[""fase_definitiva"", ""uso_residencial""]",0.95,"El texto menciona ""modificación puntual"" (fragmento: ""Decimoctava Modificación Puntual""), lo que excluye PGOU según las reglas críticas. La zona ""Los Olivos"" sugiere uso residencial o terciario; dado el ejemplo anterior, usamos ""uso_residencial"" como subcategoría plausible para una modificación puntual en esa zona. El fragmento clave es ""se aprueba definitivamente la Decimoctava Modificación Puntual del Plan General de Ordenación Urbana"", que confirma el tipo de acto y fase.",73.765
2,docm,"Anuncio de 28/01/2025, del Ayuntamiento de Villar de Olalla (Cuenca), sobre exposición pública del Plan Especial de Reforma Interior de Mejora (Perim) en el entorno de la senda de las Pernalosas-sectores U.2A y U.2B de las Normas Subsidiarias de Villar de Olalla (Cuenca).",PGOU,True,PLAN_ESP,fase_ip,PERIM exposicion publica - Plan Especial Reforma Interior Mejora,True,anuncio,"[""PGOU""]","[""fase_ip""]",0.95,"El texto menciona ""Plan Especial de Reforma Interior"", que según las reglas N2 corresponde a la categoría PGOU al tratar con reformas integrales del plan general o sus normas subsidiarias (aquí Normas Subsidiarias). El anuncio es sobre ""exposición pública"", lo que indica fase_inicial. Se refiere a Villar de Olalla (Cuenca), no a la Comunitat Valenciana, por lo que se sigue la norma PGOU.",64.691
3,docm,"Anuncio de 27/12/2024, del Ayuntamiento de Albacete, de la Gerencia Municipal de Urbanismo y Vivienda, sobre información pública del contenido de la plica presentada por la mercantil, Albaluz German Capital SL, a su propia alternativa técnica de Programa de Actuación Urbanizadora presentada para el desarrollo de las determinaciones urbanísticas de la Ordenanza de Transformación 10.11 carretera Madrid I del Plan General de Ordenación Urbana de Albacete.",PGOU,True,PROY_URB,fase_ip,PAU en CLM = PROY_URB,True,anuncio,"[""PGOU""]","[""fase_ip"", ""uso_energetico""]",0.95,"""Anuncio... de la Gerencia Municipal de Urbanismo y Vivienda, sobre información pública del contenido de la plica presentada por la mercantil... a su propia alternativa técnica de Programa de Actuación Urbanizadora"" para el desarrollo de las determinaciones urbanísticas del Plan General. El acto es un ""anuncio"" y corresponde a una ""fase_ip"" (información pública). Se clasifica como PGOU porque se trata de una actuación en el marco de la Ordenanza de Transformación 10.11, vinculada al Plan General de Albacete. La carretera Madrid I sugiere un uso energético o de infraestructura de transporte, por lo que se incluye ""uso_energetico"". El texto es muy específico sobre la participación del proyecto en el PGOU, por tanto no es MOD_PUN ni PLAN_ESP.""",90.189
4,boca,"Viceconsejería de Planificación Territorial y Reto Demográfico.- Anuncio por el que se hace pública la Resolución de 14 de febrero de 2025, que da publicidad al Acuerdo de la Comisión Autonómica de Evaluación Ambiental de 12 de febrero de 2025, para la emisión del Informe Ambiental Estratégico en el Procedimiento de Evaluación Ambiental Estratégica Simplificada de la Modificación Menor del Plan General de Ordenación de Güímar - Unidad de Actuación 16.2 El Tablado.- Expte. 2022/0014990 (5940).",PGOU,True,MOD_PUN,fase_ip,IAE Modificacion Menor PGO Guimar Canarias,False,anuncio,[],[],0.75,"La publicación corresponde a un Informe Ambiental Estratégico en el marco de la Evaluación Ambiental, que es un procedimiento ambiental (B0) y no urbanístico. El texto menciona la ""Modificación Menor del Plan General"" únicamente como referencia contextual para el proyecto ambiental (""Procedimiento de Evaluación Ambiental... de la Modificación Menor""), sin haber dictaminado sobre el acto urbanístico en sí. Por lo tanto, es irrelevante.",67.968
5,doe,"Anuncio de 20 de febrero de 2025 sobre aprobación inicial del Programa de Ejecución de la UE3, de la zona 3 de las Normas Subsidiarias.",PGOU,True,PROY_URB,fase_inicial,Proyecto Ejecucion UE3 NNSS = PROY_URB,True,anuncio,"[""PGOU""]","[""fase_inicial""]",0.95,"El texto menciona ""Programa de Ejecución... de las Normas Subsidiarias"", lo que en el ámbito autonómico (DOE) equivale a la aprobación del plan general, por tanto categoría PGOU. La expresión ""aprobación inicial"" identifica la fase_inicial.",55.985
6,dogc,"Anuncio sobre aprobación inicial de la modificación puntual del Plan general de ordenación municipal de Lliçà de Vall referente al ámbito de la UA del polígono industrial de Can Coll, Tèxtil Torres",PGOU,True,MOD_PUN,"fase_inicial,uso_industrial",Mod puntual PGO municipal poligono industrial Can Coll,True,anuncio,"[""MOD_PUN""]","[""fase_inicial"", ""uso_industrial""]",0.95,"El texto menciona explícitamente ""modificación puntual del Plan general de ordenación municipal"" y ""ámbito de la UA del polígono industrial"", lo que activa la categoría MOD_PUN (y uso_industrial por el polígono industrial). Según la Regla 1, al ser modificación puntual se asigna SOLO MOD_PUN, no PGOU.",64.863
7,dogv,"EDICTO de aprobación del informe ambiental y territorial estratégico, por el procedimiento simplificado, de la modificación puntual de la ordenación detallada del Plan general de ordenación urbana de la redistribución del suelo dotacional en la UE-1 insertada en suelo urbano.",PGOU,True,MOD_PUN,"fase_ip,uso_equipamiento",IAE mod puntual PGOU redistribucion suelo dotacional,False,edicto,[],[],0.92,"El texto hace referencia a una ""modificación puntual"" del plan general, pero el objeto es la ""ordenación detallada"", lo que corresponde a MOD_PUN. Sin embargo, las reglas de clasificación N2 excluyen MOD_PUN cuando se aprueba/modifica la ordenación detallada (que es un acto urbanístico independiente o parte de una licitación/actuación específica, no una modificación puntual del PGOU en sí). La descripción es muy genérica y ambigua sobre el tipo real de acto (podría ser LIC_URB si es una calificación para suelo urbano, pero no lo dice explícitamente). Por tanto, al no poder confirmar ni PGOU ni PLAN_ESP ni MOD_PUN con certeza debido a la mención ambigua de ""ordenación detallada"", is_relevant=False.",84.008
8,boc,"Informe Ambiental Estratégico de la Modificación Puntual número 1, del Plan General de Ordenación Urbana, de San Miguel de Aguayo. Protección de los valores naturales y paisajísticos y adaptación a la LOTUCA.",PGOU,True,MOD_PUN,fase_ip,IAE Modificacion Puntual 1 PGOU San Miguel de Aguayo,True,información_pública,"[""MOD_PUN""]","[""fase_ip""]",0.95,"El texto menciona explícitamente ""Modificación Puntual número 1"" del Plan General, lo que activa la categoría MOD_PUN (señal: ""modificación puntual""). La mención de ""Informe Ambiental Estratégico"" y ""adaptación a la LOTUCA"" sitúa el acto en fase inicial, probablemente sometido a información pública antes de su aprobación definitiva.",63.135
9,boca,"ANUNCIO de 6 de noviembre de 2024, por el que se somete a información pública la aprobación inicial de la “Modificación Menor del Plan General de Ordenación, modificación de la Ficha del SG-SP 1.13.045 Aparcamiento del Campo de Fútbol Los Pozos”.",PGOU,True,MOD_PUN,"fase_inicial,uso_equipamiento",IP aprobacion inicial Mod Menor PGO aparcamiento campo futbol,True,anuncio,"[""MOD_PUN""]","[""fase_inicial"", ""uso_residencial""]",0.95,"El texto menciona explícitamente ""Modificación Menor del Plan General de Ordenación"" y la aprobación inicial de la ""Ficha del SG-SP"", lo cual indica una modificación puntual (no completa). La fase es ""inicial"" por la expresión ""se somete a información pública"". El uso es residencial/equipamiento (""Aparcamiento"") en suelo rústico.",64.63
10,dogv,"ANUNCIO del Acuerdo de 25 de noviembre de 2024, de la Junta de Gobierno Local, del informe ambiental y territorial estratégico favorable sobre la modificación puntual del Plan general de ordenación urbana de Benicarló para la calificación como equipación (SQE) de terrenos calificados como espacio libre (E1) y viario (V1), colindantes con la unidad de actuación 7 de suelo urbano, para la construcción del Colegio de Educación Infantil y Primaria número 5.",PGOU,True,MOD_PUN,"fase_ip,uso_equipamiento",IAE mod puntual PGOU Benicarlo suelo dotacional CEIP,True,anuncio,"[""MOD_PUN""]","[""fase_ip"", ""uso_equipamiento""]",0.92,"Texto menciona explícitamente ""modificación puntual del Plan general"" que según la regla 1 implica SOLO MOD_PUN, no PGOU. La calificación para ""Colegio de Educación Infantil y Primaria"" apunta a uso equipamiento. Fase IP por ser información pública sobre informe favorable.",63.381
11,bocyl,INFORMACIÓN pública relativa a la aprobación inicial del proyecto de urbanización del sector 7 de suelo urbanizable del Plan General de Ordenación Urbana de Cabezón de Pisuerga (Valladolid). Expte.: 1168/2021.,PGOU,True,PROY_URB,fase_inicial,Aprobacion inicial proyecto urbanizacion sector 7 PGOU,True,información_pública,"[""PROY_URB""]","[""fase_inicial""]",0.95,"La descripción contiene explícitamente el fragmento ""proyecto de urbanización del sector 7"", lo que activa la categoría PROY_URB según las reglas críticas (que excluyen PGOU al ser este solo el marco referencial). La mención a ""aprobación inicial"" indica la subcategoría fase_inicial. El texto menciona al PGOU como referencia, no como objeto del acto.",66.428
12,boa,"RESOLUCIÓN de 28 de enero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se formula la declaración ambiental estratégica del Plan General de Ordenación Urbana Simplificado de Jarque de Moncayo (Zaragoza), promovido por el Ayuntamiento de Jarque de Moncayo. (Número de Expediente: INAGA 500201/71/2024/09313).",PGOU,True,PGOU,fase_ip,DAE Plan General Ordenacion Urbana Simplificado Jarque de Moncayo,False,resolución,[],[],0.98,"La publicación es una ""declaración ambiental estratégica"" del plan, no el acto administrativo urbanístico (como aprobación o información pública) que clasifica en las categorías N2. Es un trámite ambiental B0, no un acto de legalidad urbanística. La referencia al PGOU simplificado es solo contextual.",57.572
13,boja,"Acuerdo de 25 de noviembre de 2024, del Ayuntamiento de Almedinilla, por el que se aprueba definitivamente el documento de revisión parcial del Plan General de Ordenación Urbanística de Almedinilla. Fuente Grande-Venta de Las Navas. (PP. 10317/2024).",PGOU,True,PGOU,fase_definitiva,Aprobacion definitiva revision parcial PGOU Almedinilla,True,acuerdo,"[""MOD_PUN""]","[""fase_definitiva""]",0.95,"""Se aprueba definitivamente el documento de revisión parcial del Plan General"", que corresponde a una modificación puntual (MOD_PUN) según las señales de ""revisión parcial"", y no a la aprobación completa del PGOU. No hay menciones a cambio de uso específico.",58.31
14,boca,"Gerencia Municipal de Urbanismo.- Anuncio de 29 de enero de 2025, por el que se somete a información pública la aprobación inicial de la Modificación Menor del Plan General de Ordenación para la protección del inmueble sito en la Avenida Lucas Vega, n.º 100.",PGOU,True,MOD_PUN,fase_inicial,IP aprobacion inicial Modificacion Menor PGO proteccion inmueble,True,anuncio,"[""MOD_PUN""]","[""fase_inicial""]",0.95,"El texto contiene ""aprobación inicial"" y ""Modificación Menor del Plan General"", lo que corresponde a MOD_PUN (excluye PGOU) y fase_inicial. No hay información sobre uso específico, por lo que subcategories es [""fase_inicial""].",56.189
15,bocyl,"ACUERDO de 18 de febrero de 2025, del Pleno del Ayuntamiento de Saldaña de Burgos (Burgos), por el que se aprueba definitivamente el proyecto de actuación de la unidad de actuación única del sector de suelo urbano no consolidado Golf Saldaña de las Normas Urbanísticas Municipales.",PGOU,True,PROY_URB,fase_definitiva,Aprobacion definitiva proyecto actuacion UE Golf Saldana NUM,True,acuerdo,"[""LIC_URB""]","[""fase_definitiva"", ""uso_residencial""]",0.92,"El texto menciona ""acuerdo... aprueba definitivamente el proyecto de actuación de la unidad de actuación única"", lo que indica una autorización o calificación (LIC_URB). Se refiere a ""suelo urbano no consolidado Golf Saldaña"", sugiriendo un uso residencial (Golf, equipamiento deportivo, pero en suelo urbano consolidable/planificación) y el hecho de ser aprobación definitiva.",58.429
16,dogv,ANUNCIO por el que se somete a información pública la modificación puntual número 2 del Plan general de ordenación urbana.,PGOU,True,MOD_PUN,fase_ip,IP modificacion puntual num 2 PGOU,True,anuncio,"[""MOD_PUN""]","[""fase_ip""]",0.95,"El texto dice ""modificación puntual número 2 del Plan general de ordenación urbana"", lo que activa la etiqueta MOD_PUN. Por la regla crítica, al mencionar ""modificación puntual"" se excluye PGOU. La fase es inicial (""somete a información pública"").",48.535
17,bocm,"Plan general de urbanismo
– Acuerdo de 12 de febrero de 2025, del Consejo de Gobierno, por el que se aprueba definitivamente la modificación del Plan General de Ordenación Urbana de Madrid para la creación del Área de Planeamiento Específico 10.24 “Paseo de la Ermita del Santo”, distrito de Latina, que incluye la delimitación de una única Unidad de Ejecución",PGOU,True,MOD_PUN,fase_definitiva,Aprobacion definitiva mod PGOU Madrid APE 10.24 Paseo Ermita Santo,True,acuerdo,"[""MOD_PUN""]","[""fase_definitiva"", ""uso_residencial""]",0.95,"El texto indica ""modificación del Plan General de Ordenación Urbana"", que según las reglas es exclusivo MOD_PUN y no PGOU (que requiere aprobación completa). La delimitación de una única Unidad de Ejecución suele referirse a parcelas residenciales, por lo que se añade uso_residencial. El fragmento clave es ""aprueba definitivamente la modificación"".",56.429
18,bocyl,"ACUERDO de 27 de febrero de 2025, de la Comisión Territorial de Medio Ambiente y Urbanismo de Salamanca, por el que se aprueba definitivamente la modificación n.º 2 de las Normas Urbanísticas Municipales de Miranda de Azán (Salamanca). Expte.: 24-037.",PGOU,True,MOD_PUN,fase_definitiva,Aprobacion definitiva modificacion n2 NUM Miranda de Azan,True,acuerdo,"[""MOD_PUN""]","[""fase_definitiva""]",0.95,"El texto menciona explícitamente ""modificación n.º 2 de las Normas Urbanísticas Municipales"". Según la regla 1, esto activa la categoría MOD_PUN y excluye PGOU. La subcategoría fase_definitiva se infiere por ""aprueba definitivamente"".",59.59
