id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
0,docm,"Notificación de 24/01/2025, de la Delegación Provincial de Educación, Cultura y Deportes de Albacete, de acuerdos de inicio de reintegro de ayuda al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio reintegro ayuda al estudio,True,notificación,"[""SUB_REV""]","[""sector_educacion""]",0.95,"El texto contiene ""Notificación"" y ""inicio de reintegro de ayuda al estudio"", lo que cumple con la definición de SUB_REV (reintegro o revoca). La mención a ""ayuda al estudio"" identifica el sector como sector_educacion.",77.051
1,bocm,"Concesión subvenciones
– Orden de 27 de diciembre de 2024, de la Consejería de Vivienda, Transportes e Infraestructuras, por la que se declara la pérdida del derecho al cobro a los beneficiarios de las subvenciones al alquiler de vivienda en la Comunidad de Madrid convocadas para el año 2022 mediante Orden 3608/2022, de 19 de octubre de 2022",SUB_REV,True,SUB_REV,sector_vivienda,Perdida derecho al cobro subvenciones alquiler,True,orden,"[""SUB_REV""]","[""sector_vivienda""]",0.98,"La publicación se refiere a una Orden que ""declara la pérdida del derecho al cobro"" a los beneficiarios, lo cual es señal explícita de SUB_REV (reintegro/revocación). El sector es vivienda por las ""subvenciones al alquiler de vivienda"".",61.14
2,boja,"Acuerdo de 25 de febrero de 2025, de la Delegación Territorial de Fomento, Articulación del Territorio y Vivienda en Málaga, por el que se inicia procedimiento de declaración de pérdida del derecho al cobro de determinadas ayudas concedidas al amparo de la Orden 27 de julio de 2020, destinadas a atender el pago del alquiler de la vivienda habitual, correspondiente a la Línea 1 de la convocatoria aprobada por Orden de 1 de septiembre de 2020 (BOJA núm. 174, de 8 de septiembre).",SUB_REV,True,SUB_REV,sector_vivienda,Inicio perdida derecho al cobro ayudas alquiler,True,acuerdo,"[""SUB_REV""]","[""sector_vivienda""]",0.95,"La descripción incluye explícitamente ""declaración de pérdida del derecho al cobro"", lo cual encaja perfectamente con la categoría SUB_REV según las definiciones dadas. Además, el texto menciona que estas ayudas están destinadas a ""atender el pago del alquiler de la vivienda habitual"", lo que identifica claramente el sector como el de vivienda (sector_vivienda).",66.333
3,boja,"Anuncio de 14 de enero de 2025, de la Dirección General de Andalucía Global, de notificación de reintegro de subvención.",SUB_REV,True,SUB_REV,,Notificacion reintegro subvencion sin sector,True,notificación,"[""SUB_REV""]",[],0.95,"El texto indica explícitamente ""notificación de reintegro de subvención"", lo que corresponde a la categoría SUB_REV según las señales definidas. No se menciona el sector destinatario, por lo que categories de subcategorías permanece vacía.",52.962
4,dog,"ACUERDO de 13 de enero de 2025, del Departamento Territorial de Ourense, por el que se da publicidad al inicio de tres expedientes de reintegro de ayudas al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio expedientes reintegro ayudas estudio,True,acuerdo,"[""SUB_REV""]","[""sector_educacion""]",0.95,"El texto indica ""inicio de tres expedientes de reintegro de ayudas al estudio"", lo que corresponde a la categoría SUB_REV (reintegro). El fragmento clave es ""expedientes de reintegro"". La mención a ""ayudas al estudio"" identifica el sector destinatario como sector_educacion.",57.958
5,docm,"Notificación de 06/02/2025, de la Delegación Provincial de Educación, Cultura y Deportes de Toledo, de acuerdos de inicio de expedientes de reintegro de ayuda al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio reintegro ayuda al estudio,True,notificación,"[""SUB_REV""]","[""sector_educacion""]",0.95,"La notificación comunica ""acuerdos de inicio de expedientes de reintegro de ayuda al estudio"", lo que implica la revocación del derecho al cobro (etiqueta SUB_REV). El sector educativo se infiere por el término ""ayuda al estudio"" y la delegación en ""Educación, Cultura y Deportes"".",58.806
6,bocm,"Concesión subvenciones
– Orden de 27 de diciembre de 2024, de la Consejería de Vivienda, Transportes e Infraestructuras, por la que se declara la pérdida del derecho al cobro de determinadas cuantías a los beneficiarios de las subvenciones al alquiler de vivienda en la Comunidad de Madrid convocadas para el año 2022 mediante Orden 3608/2022, de 19 de octubre de 2022",SUB_REV,True,SUB_REV,sector_vivienda,Perdida derecho al cobro subvenciones alquiler,True,orden,"[""SUB_REV""]","[""sector_vivienda""]",0.95,"El texto indica ""pérdida del derecho al cobro"" de subvenciones al alquiler, lo cual corresponde a la categoría SUB_REV (reintegro/revocación). El sector es claramente vivienda (""subvenciones al alquiler de vivienda"").",57.163
7,docm,"Notificación de 14/02/2025, de la Delegación Provincial de Educación, Cultura y Deportes de Cuenca, de acuerdo de inicio de expedientes de reintegro de ayudas al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio reintegro ayudas estudio,True,notificación,"[""SUB_REV""]","[""sector_educacion""]",0.98,"La descripción contiene ""Notificación de ... acuerdo de inicio de expedientes de reintegro"", lo cual encaja con la categoría SUB_REV (reintegro). El sector es ""sector_educacion"" por el término ""ayudas al estudio"". La justificación se basa en los términos ""expedientes de reintegro"" y ""ayudas al estudio"".",59.259
8,bon,Reintegro de subvenciones,SUB_REV,True,SUB_REV,,Reintegro de subvenciones generico BON,True,información_pública,"[""SUB_REV""]",[],0.95,"El texto contiene explícitamente ""Reintegro de subvenciones"", que corresponde a la categoría SUB_REV según las reglas establecidas. No se infiere un sector específico dado el corto texto.",50.534
9,boja,"Anuncio de 22 de enero de 2025, de la Delegación Territorial de Fomento, Articulación del Territorio y Vivienda en Málaga, por el que se hace pública la relación de solicitantes de ayudas al alquiler cuyas bases son reguladas por la Orden de 1 de septiembre de 2020 (BOJA núm. 174, de 8 de septiembre de 2020), a los que no ha sido posible notificar diferentes actos relativos a procedimientos de reintegro de subvenciones.",SUB_REV,True,SUB_REV,sector_vivienda,Notificacion actos de reintegro ayudas alquiler,True,anuncio,"[""SUB_REV""]","[""sector_vivienda"", ""sector_social""]",0.95,"El anuncio hace pública la relación de solicitantes respecto a actos de reintegro (""reintegro de subvenciones"") y se declara la pérdida del derecho al cobro, lo que corresponde a la categoría SUB_REV. Las ayudas son para el alquiler (sector_vivienda) e implican inclusión o apoyo social (sector_social).",62.291
10,dog,"RESOLUCIÓN de 9 de diciembre de 2024 por la que se da publicidad del acuerdo del Consejo de Dirección que aprueba las bases reguladoras de las ayudas a las agrupaciones empresariales (clústeres) innovadoras en la Comunidad Autónoma de Galicia para el año 2025, y se procede a su convocatoria en régimen de concurrencia competitiva (código de procedimiento IG410A).",MULTILABEL_BC,True,"SUB_BASE, SUB_CONV","sector_industria, sector_investigacion",Acto completo: aprueba bases y convoca. Clusteres innovadores,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_industria""]",0.95,"La descripción indica que la Resolución aprueba las bases reguladoras y procede a su convocatoria explícitamente, lo cual activa ambas categorías. El texto menciona ""ayudas a las agrupaciones empresariales (clústeres) innovadoras"", señalando claramente el sector industria.",59.25
11,dog,"ORDEN de 30 de diciembre de 2024 por la que se establecen las bases reguladoras para la concesión de subvenciones para la prevención de los daños causados a los bosques por incendios, desastres naturales y catástrofes en montes vecinales en mano común y agrupaciones forestales de gestión conjunta, cofinanciadas con el Fondo Europeo Agrícola de Desarrollo Rural (Feader) en el marco del Plan estratégico de la política agraria común (PEPAC) 2023-2027 y se convocan para el año 2025 (código de procedimiento MR651A).",MULTILABEL_BC,True,"SUB_BASE, SUB_CONV",sector_agricultura,Acto completo: bases y convocatoria. Prevencion incendios forestales,True,orden,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_agricultura""]",0.95,"La descripción indica que la Orden ""se establecen las bases reguladoras"" (etiqueta SUB_BASE) y además ""se convocan"" las ayudas para el año 2025 (etiqueta SUB_CONV). El texto hace referencia explícita a bosques, montes, Feader y PEPAC, lo cual encaja claramente en el sector agrícola/forestal.",66.989
12,boja,"Extracto de 4 de febrero de 2025, de la Universidad de Huelva, por la que se aprueban las bases reguladoras y la convocatoria de Premios la Frente Pensativa y Zenobia Camprubí a Trabajos de Fin de Grado y Fin de Máster de la Cátedra Juan Ramón Jiménez, convocatoria 2024.",MULTILABEL_BC,True,SUB_CONV,sector_educacion,Extracto BDNS aunque apruebe bases. Premios TFG/TFM,True,resolución,"[""SUB_CONV""]","[""sector_cultura""]",0.98,"Es un EXTRACTO de una resolución por la que se aprueban bases y se convocan premios con dotación económica, lo que según la REGLA EXTRACTO solo permite etiquetarlo como SUB_CONV. El premio es a ""Trabajos de Fin de Grado y Fin de Máster"", ubicado claramente en sector_educacion (becas de estudio), pero el texto menciona explícitamente ""Premios... Pensativa y Zenobia Camprubí"" (referentes culturales) y la Cátedra Juan Ramón Jiménez, lo que podría sugerir un enfoque cultural; sin embargo, el contexto académico primario es educativo. Se asume sector_educación por ser el objetivo final de los trabajos premiados.",79.196
13,dog,"EXTRACTO de la Orden de 3 de enero de 2025 por la que se establecen las bases reguladoras de los programas de subvenciones para sufragar los gastos de funcionamiento de las entidades asociativas gallegas de personas trabajadoras autónomas y la contratación de personal de apoyo, y se convocan para el año 2025 (código de procedimiento TR358A).",MULTILABEL_BC,True,SUB_CONV,"sector_industria, sector_empleo",Extracto BDNS. Entidades de autonomos y contratacion personal apoyo,True,orden,"[""SUB_CONV""]","[""sector_empleo"", ""sector_industria""]",0.95,"La descripción es un EXTRACTO de una Orden que establece bases y convoca ayudas para entidades de autónomos y contratación de personal, lo que activa SUB_CONV por ser extracto (Regla 1). El texto menciona ""personas trabajadoras autónomas"" y ""contratación de personal de apoyo"", señalando sectores empleo e industria. Aunque el acto subyacente aprueba bases, al ser un EXTRACTO solo se etiqueta SUB_CONV.",68.272
14,dog,"EXTRACTO de la Resolución de 13 de enero de 2025 por la que se da publicidad del acuerdo del Consejo de Dirección que aprueba las bases reguladoras de las ayudas a proyectos que impulsen y refuercen la transición a la cadena de valor del vehículo eléctrico y a la descarbonización del sector de automoción en Galicia, cofinanciadas por la Unión Europea en el marco del programa Galicia Feder 2021-2027 para el año 2025, y se procede a su convocatoria en régimen de concurrencia no competitiva (código de procedimiento IN422P (línea 3).",MULTILABEL_BC,True,SUB_CONV,sector_industria,Extracto BDNS. Vehiculo electrico automocion,True,resolución,"[""SUB_CONV""]","[""sector_industria"", ""sector_renovable""]",0.98,"Es un EXTRACTO que publica el acuerdo que aprueba bases y convoca ayudas para proyectos de transición a la cadena de valor del vehículo eléctrico (indicado en ""ayudas a proyectos que impulsen y refuercen la transición a la cadena de valor del vehículo eléctrico"" -> sector_industria) y descarbonización del sector automoción (""descarbonización del sector de automoción"" -> sector_renovable). Por ser extracto, solo se etiqueta SUB_CONV según regla crítica.",71.997
