id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
0,boe,Anuncio de la Confederación Hidrográfica del Guadiana de sometimiento a información pública de resolución de otorgamiento de concesión de aguas subterráneas en el término municipal de Bolaños de Calatrava (Ciudad Real)- 3482/2020.,AGU_GEN,True,AGU_GEN,cuenca_guadiana,,True,anuncio,"[""AGU_GEN""]",[],0.55,"La descripción menciona ""concesión de aguas subterráneas"" sin especificar el uso ni la existencia de explícitos términos como ""captación"", ""sondeo"" o ""pozo"". Sin una definición de uso claro, se clasifica como AGU_GEN por ser una concesión genérica en dominio público hídrico. Se asocia a cuenca_guadiana por la fuente ""Confederación Hidrográfica del Guadiana"".",249.912
1,boe,"Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Guadiana. Objeto: Suministro de material y fungibles, y mantenimiento de equipos multifunción e impresoras en las oficinas de la Confederación Hidrográfica del Guadiana de Ciudad Real y Badajoz. Expediente: 202400000179.",AGU_GEN,False,,,,False,anuncio,[],[],1.0,"Es un anuncio de formalización de contrato de suministro de material y mantenimiento para las oficinas de la CHG, sin ninguna mención a concesiones de aguas, gestión del dominio público hídrico, residuos o vertidos. Es un contrato de servicios administrativos genérico, por lo que is_relevant=False.",65.593
2,boe,"Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Guadalquivir. Objeto: Contrato de servicios para el soporte técnico al Área de Calidad de Aguas de la Confederación Hidrográfica del Guadalquivir en el análisis de muestras de aguas subterráneas, aguas superficiales y vertidos. Expediente: CU(CO)-7100.",AGU_GEN,False,,,,False,anuncio,[],[],1.0,"La publicación se refiere a un ""Contrato de servicios para el soporte técnico"" en el ámbito administrativo de la Confederación Hidrográfica del Guadalquivir, sin mención de concesión, autorización ni gestión directa de recursos hídricos o naturaleza como sujeto del acto. Por tanto, es una contratación administrativa y no entra en el dominio hídrico-natural regulado.",69.597
3,boe,"Anuncio de la Confederación Hidrográfica del Júcar, O.A. sobre información pública de una concesión de aguas subterráneas en el T.M. de Chiva (Valencia).",AGU_GEN,True,AGU_GEN,cuenca_jucar,,True,anuncio,"[""AGU_GEN""]",[],0.75,"La publicación es un anuncio sobre una concesión de aguas subterráneas, pero sin especificar el uso (rioego, abastecimiento, industrial) en la descripción proporcionada. El nombre de la Confederación Hidrográfica del Júcar indica que corresponde a la cuenca del Júcar (cuenca_jucar), aunque no se menciona explícitamente el uso en el texto breve, por lo que solo se asigna AGU_GEN como categoría N2 y sin subcategoría de uso.",76.29
4,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de información pública del expediente de modificación de características de concesión de un aprovechamiento de aguas subterráneas, de referencia MC-0219/2024 (INTEGRA-AYE) AV, con destino a riego en el término municipal de Constanzana (Ávila).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,anuncio,"[""AGU_RIE""]","[""uso_agricola"", ""cuenca_duero""]",0.98,"El texto indica ""con destino a riego"" (señal explícita para AGU_RIE), y la Confederación Hidrográfica del Duero junto con la provincia de Ávila identifican la cuenca_duero. La referencia MC-0219/2024 es el expediente específico.",136.183
5,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de resolución del expediente de concesión de un aprovechamiento de aguas subterráneas, de referencia C-0196/2022, con destino a riego en el término municipal de Torrelara (Burgos).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,anuncio,"[""AGU_RIE""]","[""uso_agricola"", ""cuenca_duero""]",0.98,"El texto especifica explícitamente ""con destino a riego"", activando la categoría AGU_RIE, y menciona ""Duero"" (Confederación Hidrográfica del Duero), identificando la cuenca duero. La mención de ""aprovechamiento de aguas subterráneas"" describe el medio pero no activa AGU_SND por falta de términos como ""captación"" o ""sondeo"".",65.338
6,boe,Anuncio de licitación de: Presidencia de la Confederación Hidrográfica del Ebro. Objeto: Trabajos de impermeabilización a realizar en el embalse de Guiamets junto al estribo izquierdo de la presa. T/Els Guiamets. Expediente: 020/25-S.,AGU_GEN,False,,,,True,anuncio,"[""AGU_GEN""]","[""cuenca_ebro""]",0.78,"El texto describe ""Trabajos de impermeabilización en el embalse"" que constituyen una actuación en DPH, pero no especifica un uso concreto del agua (ni riego, ni abastecimiento, ni industrial), por lo que se clasifica como AGU_GEN. La referencia a la ""Confederación Hidrográfica del Ebro"" identifica claramente la cuenca ebro.",62.788
7,boe,Anuncio de acuerdo de información pública de la Comisaría de Aguas de la Confederación Hidrográfica del Duero O.A. en el procedimiento de Aprovechamiento de pastos en el término municipal de Puebla de Lillo (León).,AGU_GEN,True,AGU_GEN,cuenca_duero,,True,anuncio,"[""AGU_GEN""]","[""cuenca_duero""]",0.95,"El texto menciona ""Aprovechamiento de pastos en el término municipal de Puebla de Lillo"" en relación con aguas subterráneas sin uso específico, activando AGU_GEN. La referencia a la ""Confederación Hidrográfica del Duero"" y la localidad de León identifica la cuenca duero como subcategoria.",55.657
8,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de información pública del expediente de modificación de características de concesión de un aprovechamiento de aguas subterráneas, de referencia MC-0105/2024 (INTEGRA-AYE) ZA, con destino a riego en el término municipal de Peleas de Abajo (Zamora).",AGU_GEN,True,AGU_RIE,"uso_agricola,cuenca_duero",,True,información_pública,"[""AGU_SND"", ""AGU_RIE""]","[""uso_agricola"", ""cuenca_duero""]",0.95,"Se menciona ""expediente de modificación de características de concesión"" y el texto incluye explícitamente ""concesión de un aprovechamiento de aguas subterráneas"" (activando AGU_SND según regla 4) y ""con destino a riego"" (activando AGU_RIE, que tiene prioridad sobre AGU_GEN). La cuenca es Duero por referencia a Zamora y la Confederación Hidrográfica del Duero.",66.595
9,boe,Anuncio de la Confederación Hidrográfica del Tajo O.A. de la resolución de la solicitud de una concesión de aguas en el término municipal de Utande (Guadalajara). Referencia C-0178/2023.,AGU_GEN,True,AGU_GEN,cuenca_tajo,,False,anuncio,[],[],0.95,"El texto describe una ""concesión de aguas en el término municipal de Utande (Guadalajara)"" pero no especifica ningún uso concreto del agua. Según las reglas, sin mención de uso agrícola, abastecimiento, industrial o energético, y dado que falta información para activar AGU_GEN por ausencia de detalles específicos sobre la concesión (como actos en DPH sin uso), se considera irrelevante porque no cumple los criterios mínimos de clasificación. La referencia C-0178/2023 y el organismo CHT confirman cuenca, pero sin categoría N2 válida por falta de señal léxica de uso o tipo de concesión.",68.846
